,titles
2381,"U5f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U5a) and Event 5 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? B. STEP-RELATIVE "
2382,"U5f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U5a) and Event 5 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? C. SOMEONE ELSE YOU KNEW "
2383,"U5f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U5a) and Event 5 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? D. STRANGER "
2384,"U6. (RB, STILL ON P. 44) Aside from Event 5, did Event "
2385,U6a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2386,U6b. Did Event 6 happen in the past 12 months? 
2387,U6c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2388,U6c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2389,"U6d. When you were (AGE IN U6a) and Event 6 happened, was it an isolated event that happened only on one day or something that continued over several days, weeks, months, or years? "
2390,U6e. How long did it continue? Code # (01-95) 
2391,U6e. TIME PERIOD 
2392,"U6f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U6a) and Event 6 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? A. RELATIVE "
2393,"U6f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U6a) and Event 6 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? B. STEP-RELATIVE "
2394,"U6f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U6a) and Event 6 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? C. SOMEONE ELSE YOU KNEW "
2395,"U6f. Look at the question at the bottom of Page 44. Thinking about when you were (AGE IN U6a) and Event 6 happened, read the question and tell me the letter of the answer. (CHECK ALL MENTIONS.) Who did this to you? D. STRANGER "
2396,"U7. (RB, STILL ON P. 44) (Aside from any event you have already reported, did) Event #7 (ever happen to you)? [YOU WERE SERIOUSLY PHYSICALLY ATTACKED OR ASSAULTED] "
2397,U7a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2398,U7b. Did Event 7 happen in the past 12 months? 
2399,U7c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2400,U7c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2401,"U8. (RB, STILL ON P. 44) (Aside from any event you have already reported, did) Event #8 (ever happen to you)? [YOU WERE PHYSICALLY ABUSED AS A CHILD] "
2402,"U9. (RB, STILL ON P. 44) (Did) Event #9 (ever happen to you)? [YOU WERE SERIOUSLY NEGLECTED AS A CHILD] "
2403,"U10. (RB, STILL ON P. 44) (Aside from any event you have already reported, did) Event #10 (ever happen to you)? [YOU WERE THREATENED WITH A WEAPON, HELD CAPTIVE, OR KIDNAPPED] "
2404,U10a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2405,U10b. Did Event 10 happen in the past 12 months? 
2406,U10c. In what month and year did it happen most recently?--MONTH Code MONTH (01-12) 
2407,U10c. In what month and year did it happen most recently?--YEAR Code last 2 digits of YEAR (85-92) 
2408,U11. (RB. STILL ON P. 44) Have you ever had any other terrible experience that most people never go through? Revised 7/8/91 
2409,U11a. Could you briefly tell me something about this? 
2410,U11a. Could you briefly tell me something about this? 
2411,U11b. How old were you when this (first) happened? Code YEARS OLD (01-55) 
2412,U11c. Have you ever had any other terrible experience? 
2413,"U11d. Could you briefly tell me something about this? v6207 Use same code as V6202-6203, except: "
2414,U11e. How old were you when this (first) happened? Code YEARS OLD (01-55) 
2415,"U12. (RB, STILL ON P. 44) Did Event #12 ever happen to you? [YOU SUFFERED A GREAT SHOCK BECAUSE ONE OF THE EVENTS ON THIS LIST HAPPENED TO SOMEONE CLOSE TO YOU] "
2416,U12a. Think of the worst time and tell me the number of the event. Code EVENT # (01-11) 
2417,U12b. Who did it happen to? 
2418,U12b. Who did it happen to? 
2419,U12c. How old were you when you learned of this? Code YEARS OLD (01-55) 
2420,U13. INTERVIEWER CHECKPOINT 
2421,"U14. (RB, STILL ON P. 44) Of the experiences on Page 44, which one was most upsetting for you? (You can just tell me the number.) U15a. You experienced one of the events on the list. The next few questions are about how you felt after that experience. U15b. The next few questions are about how you felt after that experience. "
2422,"U16. First, did you keep remembering the event when you did not want to? "
2423,U17. Did you keep having dreams or nightmares about it afterwards? 
2424,"U18. Did you ever suddenly act or feel as though the event was happening again, even though it wasn't? "
2425,U19. Did you ever get very upset when you were in a situation that reminded you of it? 
2426,U20. INTERVIEWER CHECKPOINT 
2427,"U21. After the experience, did you find you no longer had loving or warm feelings toward anyone? "
2428,U22. Did you go out of your way to avoid situations that might remind you of the event? 
2429,U23. Did you try hard not to think about it? 
2430,U24. Did you develop a memory blank so that you could not remember certain things about the event? 
2431,U25. Did you feel isolated or distant from other people afterwards? 
2432,U26. Did you begin to feel that there was no point in thinking about the future? 
2433,U27. Did you lose interest in doing things that used to be important to you? [V6229 -- WORK VARIABLE Built for use in consistency checks] 
2434,U28. INTERVIEWER CHECKPOINT 
2435,"U29. After the experience, did you have more trouble concentrating than is usual for you? "
2436,U30. Did you act unusually irritable or lose your temper a lot? 
2437,U31. Did you have more trouble sleeping than is usual for you? 
2438,U32. Did you become overly concerned about danger or overly careful? 
2439,U33. Did you become jumpy or easily startled by ordinary noises or movements? 
2440,"U34. Did you sweat or did your heart beat fast, or did you tremble when reminded of the upsetting experience? [V6237 -- WORK VARIABLE Built for use in consistency checks] "
2441,U35. INTERVIEWER CHECKPOINT 
2442,U36. How soon after the upsetting experience did you start to have any of these reactions? Code # (01-95) 
2443,U36. TIME PERIOD 
2444,U37. How long did you continue to have any of these reactions at least a few times a week? Code # (01-95) 
2445,U37. TIME PERIOD 
2446,"U38. When was the last time you had any of these reactions--in the past month, past six months, past year, or more than a year ago? "
2447,U38a. How old were you the last time? Code YEARS OLD (01-55) in 6243 
2448,"U39. (RB, P. 45) Now looking at Page 45 in your Yellow Booklet, did Event #13 ever happen to you? [YOU SERIOUSLY THOUGHT ABOUT COMMITTING SUICIDE] "
2449,U39a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2450,"U39b. When was the last time (Event 13 happened)--in the past month, past 6 months, past year, or more than a year ago? "
2451,U39c. How old were you the last time Event 13 happened? Code YEARS OLD (01-55) 
2452,"U40. (RB, STILL ON P. 45) Did Event #14 ever happen to you? [YOU MADE A PLAN FOR COMMITTING SUICIDE] "
2453,U40a. How old were you the first time (it happened)? Code YEARS OLD (01-55) 
2454,"U40b. When was the last time (Event 14 happened)--in the past month, past 6 months, past year, or more than a year ago? "
2455,U40c. How old were you the last time Event 14 happened? Code YEARS OLD (01-55) 
2456,"U41. (RB, STILL ON P. 45) Did Event #15 ever happen to you? "
2457,U41a. How many times has Event 15 happened to you in your lifetime? 
2458,U41b. How old were you the first time? Code YEARS OLD (01-55) 
2459,"U41c. (RB, P. 45) There are three statements lettered A, B, and C under Event 15. Which of these statements best describes your situation when you were (AGE IN U41b) years old and Event 15 happened--A, B, or C? "
2460,"U41d. When (did/was the last time) Event 15 happen(ed)--in the past month, past 6 months, past year, or more than a year ago? "
2461,U41e. How old were you [the last time (Event 15 happened)]? Code YEARS OLD (01-55) 
2462,U41f. Did this result in an injury or poisoning (the last time it happened)? 
2463,U41g. Did it require medical attention? 
2464,U41h. Did it require overnight hospitalization? or 6316 
2465,"U41j. (RB, P. 45) Which of the three statements under Event 15 in your booklet best describes your situation (when/the last time) Event 15 happened--A, B, or C? "
2466,"V1. The next questions have to do with events during the past 12 months. First, in the past 12 months did you have a close friendship break up? "
2467,V1a. In what month and year did that happen?--MONTH Code MONTH (01-12) 
2468,V1a. In what month and year did that happen?--YEAR Code last 2 digits of YEAR (85-92) 
2469,"V2. (In the past 12 months, did you have) a long separation from a loved one? "
2470,V2a. In what month and year did that start?--MONTH Code MONTH (01-12) 
2471,V2a. In what month and year did that start?--YEAR Code last 2 digits of YEAR (85-92) 
2472,"V3. In the past 12 months, were you robbed or burglarized? "
2473,V3a. In what month and year did that happen?--MONTH Code MONTH (01-12) 
2474,V3a. In what month and year did that happen?--YEAR Code last 2 digits of YEAR (85-92) 
